dataset,query_id,table_id,gold_row,gold_col,header_path_len,chunk_id,path_elems_present,partial_ratio,full_coverage,chunk_token_len
hitab,f0325529410831c0d6372a8c013c0ab4,81_41_nsf19326-tab003,13,1,3,81_41_nsf19326-tab003::fixed1024::0,3,1.0,True,797
hitab,8225e72f28217777676b58aaa3e02167,1304,3,0,4,1304::fixed1024::0,4,1.0,True,722
hitab,a2d8f736a1b66c7e2f02141fe2815e58,917,8,0,4,917::fixed1024::0,4,1.0,True,899
hitab,13caff77bbb19ef3c63452334371f4a3,1341,4,1,3,1341::fixed1024::0,3,1.0,True,605
hitab,2e1cc46120d67585010abbf916c9ac9e,1956,14,3,3,1956::fixed1024::0,3,1.0,True,732
hitab,422a1f52a914654fb8797b7b017f65fc,1724,1,5,4,1724::fixed1024::0,4,1.0,True,275
hitab,3db68abb42b0703bf0ed1b4a47b51c15,40_159_tab1,0,0,2,40_159_tab1::fixed1024::0,2,1.0,True,248
hitab,7b579497b2ebbb0f431c457e8a8ac2b9,163_81_tab2,0,1,3,163_81_tab2::fixed1024::0,3,1.0,True,1024
hitab,cd0c2eccdac1bcff1e850073b8985850,758,5,1,4,758::fixed1024::0,4,1.0,True,121
hitab,bd73a6853b427b1182e0165037ad3ca6,1392,20,1,4,1392::fixed1024::0,4,1.0,True,588
hitab,a2f6f5e5a8de43d083fc37f88329b516,2754,8,4,4,2754::fixed1024::0,4,1.0,True,505
hitab,f0fa903ed6639593f81e79fc96bf7f30,265_totto29836-0,8,0,5,265_totto29836-0::fixed1024::0,5,1.0,True,336
hitab,3b94a858821804def94347f9e269dbc5,1130,55,8,3,1130::fixed1024::2,1,0.3333333333333333,False,185
hitab,c90d59d999ee6aa4668c09c247f61ddd,1108,33,0,4,1108::fixed1024::0,4,1.0,True,783
hitab,1426aec62d5c39aeaf6c0dc46eb2ab97,495,0,6,4,495::fixed1024::0,4,1.0,True,345
hitab,085ff0067147af44246f321a7094e761,2368,4,1,2,2368::fixed1024::0,2,1.0,True,98
hitab,46261f3bc740f6f862d5aeead10d7e43,389,8,0,5,389::fixed1024::0,5,1.0,True,417
hitab,488375c9983d78d1638ab2454dea5b46,307,1,2,5,307::fixed1024::0,5,1.0,True,175
hitab,af56c5e3b9d3c5c2f32166bdeb48bb6a,478,5,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,d4bbbf98b0662509ad53e622fe11c901,702,0,1,3,702::fixed1024::0,3,1.0,True,811
hitab,4e3f1fbeb955cfb510712ecbfdd1ca7a,2396,10,1,4,2396::fixed1024::0,4,1.0,True,1024
hitab,926f8524499374336bf7d1f890c6bc8c,1719,11,2,4,1719::fixed1024::0,4,1.0,True,946
hitab,7158874351376b2d503fb1764f50bba0,16_totto2005-0,0,0,5,16_totto2005-0::fixed1024::0,5,1.0,True,516
hitab,b47611ab49f16a16eca5b99b4f0ed357,344,4,1,3,344::fixed1024::0,3,1.0,True,319
hitab,bc2c79650aeabc8fbc5ba822c7d680e3,13_totto1593-3,0,2,4,13_totto1593-3::fixed1024::0,4,1.0,True,181
hitab,9757e2b7f7308ee931e4a16c2aa9f1bc,758,2,1,4,758::fixed1024::0,4,1.0,True,121
hitab,1505abf354f3f12a465598406e3e6d44,1012,31,0,4,1012::fixed1024::1,1,0.25,False,391
hitab,4bb638789c84868e17e4f280fbbf7979,49_164_tab2,0,1,3,49_164_tab2::fixed1024::0,3,1.0,True,756
hitab,0d9723d01c202b1071c05bc78f0efede,2003,31,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,6c7aa631073e8572d7b44d62f56d60d1,296,0,0,3,296::fixed1024::0,3,1.0,True,1024
hitab,650409df04f8e5d79851f9543f1c2c0c,153_72_tab5,0,4,2,153_72_tab5::fixed1024::0,2,1.0,True,1024
hitab,e189da8a4f3e5fc55df0d50bac16480b,917,5,0,4,917::fixed1024::0,4,1.0,True,899
hitab,ec620fc9ac262cbbebaf53bded32c7a0,192_90_tab1,0,9,3,192_90_tab1::fixed1024::0,3,1.0,True,467
hitab,600192d981b13d53be3051860948e0fb,40_159_tab1,1,0,3,40_159_tab1::fixed1024::0,3,1.0,True,248
hitab,de781c39820ce9ea2671caa9fc0e7842,1719,20,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,b0044b250e4e1f2f4fe67b250a632b1b,2479,0,5,3,2479::fixed1024::0,3,1.0,True,820
hitab,438e3f5a49caba1f90555c27898183b1,2549,11,3,5,2549::fixed1024::0,5,1.0,True,527
hitab,a985dfd276f48177aace63a6b643dee1,755,0,1,3,755::fixed1024::0,3,1.0,True,261
hitab,07083241ad9abbb39341fc239d8332e1,366,16,0,4,366::fixed1024::0,4,1.0,True,675
hitab,2770a58e9682b8d1d530875cc61bcb91,2314,2,1,5,2314::fixed1024::0,5,1.0,True,703
hitab,f23c858157a83a6e7cfa114f5ea8a764,207_totto24235-2,0,11,6,207_totto24235-2::fixed1024::0,6,1.0,True,787
hitab,8c9e5b60d56878f3bc91a94955382874,307,1,0,5,307::fixed1024::0,5,1.0,True,175
hitab,b97e677fbebd5d1beb08ad9b75f34c59,1725,4,1,5,1725::fixed1024::0,5,1.0,True,621
hitab,4fa6625a58e859ece5d88e338a18febc,9_11_nsf21304-tab002,13,1,4,9_11_nsf21304-tab002::fixed1024::0,4,1.0,True,569
hitab,ed4f7ba1e72a236885fa169690853d4b,1256,8,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,c4102c7090129c97722791152c99c789,110_55_fs17-ib-19314-tab005,0,0,2,110_55_fs17-ib-19314-tab005::fixed1024::0,2,1.0,True,811
hitab,bb4c90f1e43e07911fb6f6cb310d8222,2003,11,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,62bf6750539aaead54fd09084b141e43,1643,1,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,2b73a88e2281cdbe85f277a5ad5bfd06,1561,19,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,69bff24b26dec39f65a34192d0ab21b7,2306,1,0,4,2306::fixed1024::0,4,1.0,True,77
hitab,0df7182850439b66a9c9f0ba4d1e547e,1604,1,5,4,1604::fixed1024::0,4,1.0,True,165
hitab,68a5d29b0007f9c2eedadc450244994a,1916,5,1,5,1916::fixed1024::0,5,1.0,True,1024
hitab,6a990ceedb14723a8446e998d46aaecd,473_totto54049-2,0,1,4,473_totto54049-2::fixed1024::0,4,1.0,True,316
hitab,e5d3803a5131dff94acc02e708844a5b,2549,10,0,5,2549::fixed1024::0,5,1.0,True,527
hitab,8820221c58bd6c864add769c0c2dc865,576_totto65983-0,12,6,4,576_totto65983-0::fixed1024::0,4,1.0,True,341
hitab,55ae85992aa3b0997e026baceec78050,595_totto68666-4,8,1,4,595_totto68666-4::fixed1024::0,4,1.0,True,549
hitab,0cff5e561f3a87f2f3a22bd2cb4c770c,1487,0,2,3,1487::fixed1024::0,3,1.0,True,320
hitab,5898bf447a1216111860fc90694d9677,2401,51,1,4,2401::fixed1024::0,4,1.0,True,703
hitab,a6937afc1f2adc234dddaf0ac7378286,63_2_nsf21324-tab001,0,0,2,63_2_nsf21324-tab001::fixed1024::0,2,1.0,True,1024
hitab,02f85b626425f7c9a17b4e6132f7c6c5,1539,16,6,4,1539::fixed1024::0,4,1.0,True,796
hitab,592c45a543caf61d173117eb1e05673b,1719,6,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,cef6fb43ba75d86db0409be9082e6c94,2003,3,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,b7f98b5dc07cebf63b861e20d6786c56,2003,16,9,3,2003::fixed1024::0,3,1.0,True,1024
hitab,ed451ac1dd249f716f48115db979816c,1724,1,7,4,1724::fixed1024::0,4,1.0,True,275
hitab,7bc7ddb8ccb2518d6c50a6760911036d,1573,4,1,4,1573::fixed1024::0,4,1.0,True,634
hitab,6f22f5433892fcf9d8c6719dc2feedaa,891,3,2,3,891::fixed1024::0,3,1.0,True,116
hitab,f065d4b7b2d2ac593561555d347d5ae4,1539,16,5,4,1539::fixed1024::0,4,1.0,True,796
hitab,871ddb7cc888ea6f575ee5816558bf35,2786,2,0,4,2786::fixed1024::0,4,1.0,True,963
hitab,4744c4679f1b1f70913f2761e32c96b5,1008,7,7,4,1008::fixed1024::0,4,1.0,True,851
hitab,e12f1da4f00cf059d1f5d6473ffd3b6f,914,15,3,5,914::fixed1024::0,5,1.0,True,681
hitab,edcc5c352fa8d7bd0a7eb31000f80448,173_totto20591-3,14,1,4,173_totto20591-3::fixed1024::0,4,1.0,True,648
hitab,5b10a8fe7c983b2f828aaf9203a06909,1008,12,7,4,1008::fixed1024::0,4,1.0,True,851
hitab,8377bf8e10c16a9c804c7bfe882b26dd,914,19,3,5,914::fixed1024::0,5,1.0,True,681
hitab,f93fdfe3530d367ef05f34fed804202d,2462,2,3,3,2462::fixed1024::0,3,1.0,True,241
hitab,f1b7a881917af1cb922d3eb1c24476e6,917,16,0,4,917::fixed1024::0,4,1.0,True,899
hitab,5ed07e9048d1371c64d520c6eb661d9e,1097,18,4,4,1097::fixed1024::0,4,1.0,True,544
hitab,32898e7fddbcabf14efb476a15a160f3,912,0,1,3,912::fixed1024::0,3,1.0,True,76
hitab,f56908d8d53acf69999793e0d67052ab,1488,32,3,6,1488::fixed1024::1,2,0.3333333333333333,False,483
hitab,a61d26a3d11b414cabf502c434d47d15,1719,20,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,29f6a8168bc82435808f8e600b8a9209,2462,3,3,4,2462::fixed1024::0,4,1.0,True,241
hitab,994c6c2624f9cb09230f0a1c4da01cac,1304,6,0,4,1304::fixed1024::0,4,1.0,True,722
hitab,f2c4a89e7b61efcc6178ed5c0a585837,407,4,0,4,407::fixed1024::0,4,1.0,True,733
hitab,4d5c2edc2d3e3af3518e2a367498f9a8,204_totto23975-0,14,1,4,204_totto23975-0::fixed1024::0,4,1.0,True,425
hitab,ee6da719186db25bcd9d91f3c074c604,912,1,1,3,912::fixed1024::0,3,1.0,True,76
hitab,a28900c250dacd3f7310c01d3e9971bf,2728,6,5,4,2728::fixed1024::0,4,1.0,True,1024
hitab,bd6bbb2e53059ce03e90a870277ce445,602,0,1,2,602::fixed1024::0,2,1.0,True,214
hitab,f9e8afa4d0a843bad79aab1f92f9e7c7,1008,7,3,4,1008::fixed1024::0,4,1.0,True,851
hitab,b984afd6965e9e0837f9fdcf71e07aeb,538_totto61687-1,8,7,4,538_totto61687-1::fixed1024::0,4,1.0,True,329
hitab,f3337f48962c95f3d9479cc9c6ff7211,2786,0,0,3,2786::fixed1024::0,3,1.0,True,963
hitab,7f7ebead6f8db79070921af632ed41b3,2540,2,5,4,2540::fixed1024::0,4,1.0,True,1024
hitab,3029b806a89c0721208d899019ace5a4,1660,36,5,3,1660::fixed1024::1,1,0.3333333333333333,False,408
hitab,3525ec4feb8677e9f0cac03b89c6dbfc,989,0,5,4,989::fixed1024::0,4,1.0,True,450
hitab,0db6f68011d7970a5e337c55087da986,1335,11,0,5,1335::fixed1024::0,5,1.0,True,331
hitab,b6c1d55d53aca01277510afcf72fcbca,2540,2,1,4,2540::fixed1024::0,4,1.0,True,1024
hitab,fdbdff6f0462088fc2fb100d71b3079a,169_84_tab1,7,3,2,169_84_tab1::fixed1024::0,2,1.0,True,446
hitab,9c43a0af48881c9c2439d473f4dc380a,1296,12,0,3,1296::fixed1024::0,3,1.0,True,748
hitab,12d6d92e17c90d2e56c8c47f3a814b60,2462,2,0,3,2462::fixed1024::0,3,1.0,True,241
hitab,18f7c463a00f41f1b6027a96e99a1186,2412,3,0,3,2412::fixed1024::0,3,1.0,True,227
hitab,8b15764ccec55f642b0564d51b0078a2,123,3,8,3,123::fixed1024::0,3,1.0,True,679
hitab,40aa1d92a0db9077b53abc2bec87a454,334,3,0,4,334::fixed1024::0,4,1.0,True,259
hitab,e93bde607d5d07319cc53db9ca41c073,2320,3,2,5,2320::fixed1024::0,5,1.0,True,759
hitab,c17f9c43b414790350325a55f5378bd9,81_41_nsf19326-tab003,0,0,2,81_41_nsf19326-tab003::fixed1024::0,2,1.0,True,797
hitab,d68552c793b2fd1ec454ffc3e8b316b2,1800,20,9,3,1800::fixed1024::0,3,1.0,True,793
hitab,646798bf3e6ad29eea618bb359e58f71,578,0,2,4,578::fixed1024::0,4,1.0,True,288
hitab,e38f7e20d2c2d5929fd6ab5b14ead730,168,5,1,3,168::fixed1024::0,3,1.0,True,568
hitab,ffad701e0e291856878f452d38a2e7b5,217_totto25223-1,5,9,4,217_totto25223-1::fixed1024::0,4,1.0,True,440
hitab,e66f38259fa8d5399fd8eb402e0e2dfc,1719,24,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,c8d980afa33c751cfaec0416d5c83267,914,7,0,5,914::fixed1024::0,5,1.0,True,681
hitab,21f2c9623ed0d2cc99ef5ef99a1b22ec,602,0,0,2,602::fixed1024::0,2,1.0,True,214
hitab,1d303bf0019083d12826195da269de8c,245,14,1,4,245::fixed1024::0,4,1.0,True,578
hitab,c1c2811b0e8b725079d694ea30991c9b,366,8,0,4,366::fixed1024::0,4,1.0,True,675
hitab,95a08aae73b32094a23b4e2017820582,917,7,3,4,917::fixed1024::0,4,1.0,True,899
hitab,d27b705704cc76115beb5ecc71022ab1,1604,1,4,4,1604::fixed1024::0,4,1.0,True,165
hitab,190a3128d0c9119dc1cce2bb5d0cb308,578,8,0,4,578::fixed1024::0,4,1.0,True,288
hitab,d39248918f82124ccd39090701082f39,742,25,3,4,742::fixed1024::0,4,1.0,True,750
hitab,34ddfa5ba7ff57690f4565b764c44c44,2306,1,2,4,2306::fixed1024::0,4,1.0,True,77
hitab,b7bacfe122b5028abd28a035d3cf8945,2612,5,0,4,2612::fixed1024::0,4,1.0,True,201
hitab,fd7b7f227e4371e0c5161cbeb709e725,1893,4,1,3,1893::fixed1024::0,3,1.0,True,220
hitab,7347627729324d4d0eb96f11c4915a59,1614,19,1,3,1614::fixed1024::0,3,1.0,True,331
hitab,0800ca403a81672885f641d33c45e207,2003,13,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,407c9e84a2fa6bd9aa55f1f3b0f1005d,446,0,2,4,446::fixed1024::0,4,1.0,True,389
hitab,a784a655386917b6e6644aad1f6f4f8f,495,0,1,4,495::fixed1024::0,4,1.0,True,345
hitab,0046a7f1ff2709607135a9a018953e64,510_totto58432-4,0,1,4,510_totto58432-4::fixed1024::0,4,1.0,True,329
hitab,de27d17df352a95090fe4d55b9224a77,146,1,4,5,146::fixed1024::0,5,1.0,True,473
hitab,efb84464dea96b1f03942b719a66fb26,2549,11,6,5,2549::fixed1024::0,5,1.0,True,527
hitab,09c3d348ea76b11d305d71fe30e310aa,103_54_nsf19316-tab001,0,7,2,103_54_nsf19316-tab001::fixed1024::0,2,1.0,True,1019
hitab,c05caadff192a8674d7120262a13fa8f,307,4,2,5,307::fixed1024::0,5,1.0,True,175
hitab,8a16eec282ea136bf8beac4bd60dfe27,1643,3,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,2f908430d95013aa9430d710c8cb1de5,758,1,1,4,758::fixed1024::0,4,1.0,True,121
hitab,7167039eb69d7c35c16e250aa12a54d8,2368,2,1,2,2368::fixed1024::0,2,1.0,True,98
hitab,4fd0ba993f729a80ef0f294964e5e86f,560,3,2,3,560::fixed1024::0,3,1.0,True,115
hitab,0ef82594a8f4f2bf7d6e0ba2d7c9ea1c,2016,8,2,5,2016::fixed1024::0,5,1.0,True,599
hitab,30efd7a55a247d0af2dc8c185a6bc040,78_31_nsf20309-tab004,1,7,3,78_31_nsf20309-tab004::fixed1024::0,3,1.0,True,570
hitab,b59b6ccd6c6cdb9629e5ee023e5a68d5,307,4,3,5,307::fixed1024::0,5,1.0,True,175
hitab,cafafec42c59881db0f97f06b3778295,245,5,0,4,245::fixed1024::0,4,1.0,True,578
hitab,60d316baf19941a8289fb89c8eec5f74,2558,0,3,4,2558::fixed1024::0,4,1.0,True,190
hitab,df4d10cd832d0640617227cfdf344d75,104_54_nsf19316-tab002,14,7,3,104_54_nsf19316-tab002::fixed1024::0,3,1.0,True,506
hitab,e105af33852e466ed90f2253727b911b,1719,11,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,40945751889400f90c0a35130634dc9e,2540,39,3,3,2540::fixed1024::1,1,0.3333333333333333,False,606
hitab,42b74d14914ec27244f328e074ea3a8b,366,24,0,4,366::fixed1024::0,4,1.0,True,675
hitab,b975e479916282443367d706164c18e6,156_77_tab2,1,0,3,156_77_tab2::fixed1024::0,3,1.0,True,111
hitab,3efdef93ce540ce4ed59ebefba8f2c4f,917,27,3,4,917::fixed1024::0,4,1.0,True,899
hitab,37ec0b6ebd8f315a695fb0d4807384f6,2786,6,0,4,2786::fixed1024::0,4,1.0,True,963
hitab,e84056a2686a3dcccb4b2eaadf2ed4dc,2301,1,4,5,2301::fixed1024::0,5,1.0,True,130
hitab,5abb8c2d4b97ca320c22154aff64b579,169_84_tab1,1,4,2,169_84_tab1::fixed1024::0,2,1.0,True,446
hitab,7f18619d5bc57c7a847498d8e6d0a432,1660,36,2,3,1660::fixed1024::1,1,0.3333333333333333,False,408
hitab,ad5acac18093f33d69124d5c3fa4b3fa,1335,8,2,5,1335::fixed1024::0,5,1.0,True,331
hitab,9a522b201706855e74daaecfa1c78d34,758,1,2,4,758::fixed1024::0,4,1.0,True,121
hitab,2f74c9d4e1e22a375b2871d3805532b9,1719,6,2,4,1719::fixed1024::0,4,1.0,True,946
hitab,9311231d96cba0b397a5f1aa66a197c8,325_totto37031-0,12,1,4,325_totto37031-0::fixed1024::0,4,1.0,True,563
hitab,f594dbeb26040a1b29762a22413ee4c7,2558,0,2,4,2558::fixed1024::0,4,1.0,True,190
hitab,d5aa52cf8261e97bae2a27af6029c496,2311,5,3,4,2311::fixed1024::0,4,1.0,True,309
hitab,9ea314909956a5ba58fcc6df9dbe4791,432,12,3,5,432::fixed1024::0,5,1.0,True,379
hitab,9805cfe68a0956bb49d6d0403853371c,1724,1,1,4,1724::fixed1024::0,4,1.0,True,275
hitab,8ddbbbfbe0c87ed1be20f866c0f61667,478,2,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,d3ab67506b7236ae274e624800038eb1,531,9,0,4,531::fixed1024::0,4,1.0,True,192
hitab,370f484fe3b0217788852d62e974b68f,742,17,4,4,742::fixed1024::0,4,1.0,True,750
hitab,35105d4d24c7e0a0f25c0abf58d9016f,1256,6,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,4fde11ce6aaf029cca45f4c7fb67b75e,2552,7,7,5,2552::fixed1024::0,5,1.0,True,311
hitab,f5febace3f75c961cacdb80446271f4d,2749,4,1,4,2749::fixed1024::0,4,1.0,True,283
hitab,14372885d9b9e1285812753ffb5a9f3f,478,17,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,a384ab9657af9fb6ff31379d390cd313,1719,14,3,5,1719::fixed1024::0,5,1.0,True,946
hitab,120fc5abcbeddaeeb19fed1f50dab232,2479,0,11,3,2479::fixed1024::0,3,1.0,True,820
hitab,60ed0fbdfcfdca7083cbd3a59d15b049,2306,1,3,4,2306::fixed1024::0,4,1.0,True,77
hitab,180430ab9d69287876277342e1932782,763,6,0,4,763::fixed1024::0,4,1.0,True,258
hitab,59935bef7a8d0b2d6a48d51985cf84bb,1392,20,2,4,1392::fixed1024::0,4,1.0,True,588
hitab,2777a68fb4ca61f3a671c715ae5fc55e,1782,9,13,3,1782::fixed1024::0,3,1.0,True,1024
hitab,1486d45ecf75824e978fa287bcdd561e,1390,9,2,4,1390::fixed1024::0,4,1.0,True,325
hitab,fb9d1aab0af9cb6d1bcbbe3869dd64f0,64_2_nsf21324-tab002,9,0,3,64_2_nsf21324-tab002::fixed1024::0,3,1.0,True,965
hitab,14a97ddaf0c1f094da0403f9e7fa27ac,49_164_tab2,0,3,4,49_164_tab2::fixed1024::0,4,1.0,True,756
hitab,f2007aa005a941ad49339e3e5245e202,407,14,0,4,407::fixed1024::0,4,1.0,True,733
hitab,68a72730058d6e72e35d989254915b7a,247,1,1,5,247::fixed1024::0,5,1.0,True,524
hitab,67e6b9e391a6d7cbc06ba0434725ec66,296,7,0,4,296::fixed1024::0,4,1.0,True,1024
hitab,aaebb8b3fece149a79e792a3898342ff,1154,0,0,4,1154::fixed1024::0,4,1.0,True,429
hitab,b71cc415857d088444aea4413bbf9544,1335,10,2,5,1335::fixed1024::0,5,1.0,True,331
hitab,12935c409a3b66d57116c59251271b71,1725,9,7,5,1725::fixed1024::0,5,1.0,True,621
hitab,5b6d5027cbe68bd4efebcfbf6584657c,2586,12,2,3,2586::fixed1024::0,3,1.0,True,367
hitab,d0289ffe1f21c209a309e69f24f4284c,15_totto1909-1,10,5,4,15_totto1909-1::fixed1024::0,4,1.0,True,430
hitab,1714d7b0fe79f6e52f4d93c2951d7d6c,1719,17,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,8b55e5c53878e5770e34ac83b59e8156,1719,22,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,c1d7be5ff2c6035690af1d08023eaea1,1154,0,2,4,1154::fixed1024::0,4,1.0,True,429
hitab,9c5502a87406adbdba308f284f54bef8,478,6,1,4,478::fixed1024::0,4,1.0,True,1024
hitab,11c8e9bf7155fe6e8d9b5615c43f9d61,124,0,7,3,124::fixed1024::0,3,1.0,True,678
hitab,b0d533ca21f396d3c0ab3ebd77451aa7,53_totto6080-4,6,3,4,53_totto6080-4::fixed1024::0,4,1.0,True,702
hitab,36bd97ea6b2a7aec51d6cd912d4b603d,2314,11,2,5,2314::fixed1024::0,5,1.0,True,703
hitab,a3682ed11e58c626b559f15d7223f099,742,25,5,4,742::fixed1024::0,4,1.0,True,750
hitab,ca77cbd1f735ef7426a9ada853fccd96,595_totto68622-2,6,6,4,595_totto68622-2::fixed1024::0,4,1.0,True,561
hitab,c10bc05d7e3102f8d9706728a24beafd,1573,4,0,4,1573::fixed1024::0,4,1.0,True,634
hitab,59090cfa503e2dc8b31ffd1bca4c12a5,71_totto8446-3,3,1,3,71_totto8446-3::fixed1024::0,3,1.0,True,215
hitab,67bd9ad9d93ee0f3c6a836d61d594931,380,27,1,3,380::fixed1024::0,3,1.0,True,539
hitab,e8bf2078226d16e5d48e0f4358626272,675,1,7,5,675::fixed1024::0,5,1.0,True,613
hitab,8bbfc8a469b26d6b01003ed89f69a734,45,5,0,3,45::fixed1024::0,3,1.0,True,143
hitab,8298aa248d625175ef856a502d20694f,758,4,1,4,758::fixed1024::0,4,1.0,True,121
hitab,01a143acc1b558b3cf68d712e03a4b54,123,0,7,3,123::fixed1024::0,3,1.0,True,679
hitab,a6a2ad5b4d6e99bea219578974e3f451,917,1,3,4,917::fixed1024::0,4,1.0,True,899
hitab,2394d7a93d953218bd54e57ea736ffb6,917,8,3,4,917::fixed1024::0,4,1.0,True,899
hitab,a14844db641338ce75e666f9b3debe4a,2793,21,3,4,2793::fixed1024::0,4,1.0,True,692
hitab,3f4fa0ee2df42fc5b9140b58b54eb203,45,5,1,3,45::fixed1024::0,3,1.0,True,143
hitab,13b2235d1a3c133ae6abd7a74495fe7a,344,0,3,3,344::fixed1024::0,3,1.0,True,319
hitab,2b54c38129e5eb8af4cfdc8e19b8c5d6,1296,5,0,3,1296::fixed1024::0,3,1.0,True,748
hitab,a714d2d152db56266e68508f06c2fb53,1782,10,13,3,1782::fixed1024::0,3,1.0,True,1024
hitab,0e119651b47531cc3cc1df25f0c2d0b3,1640,1,5,3,1640::fixed1024::0,3,1.0,True,221
hitab,b3dd8388b44a168161c63ee98067ecf0,917,13,3,4,917::fixed1024::0,4,1.0,True,899
hitab,953e59292060d3048fec7539dbce8487,914,13,0,5,914::fixed1024::0,5,1.0,True,681
hitab,4cc43c2ea8169c1b98ec4ef1fde32628,247,4,0,4,247::fixed1024::0,4,1.0,True,524
hitab,28b545bc6eb9318dcd9a4f4fb302e3de,758,2,2,4,758::fixed1024::0,4,1.0,True,121
hitab,54eba16d093cd134bbae2e6b3ac06b5a,1719,10,2,4,1719::fixed1024::0,4,1.0,True,946
hitab,77b2788eb156b0b8e9d2b63955db934a,2314,11,6,5,2314::fixed1024::0,5,1.0,True,703
hitab,4c47bc388bde9c008cbefe8ad750d4e6,1782,8,13,3,1782::fixed1024::0,3,1.0,True,1024
hitab,a1ad3a93eab60d530f73f3ab35c4af19,156_77_tab2,2,0,3,156_77_tab2::fixed1024::0,3,1.0,True,111
hitab,d66315a45eccdc9302d5e5dd0c2957e9,193_totto22771-0,3,0,4,193_totto22771-0::fixed1024::0,4,1.0,True,429
hitab,378cc5133df880f8f3cd202b7c1832ae,1108,21,0,4,1108::fixed1024::0,4,1.0,True,783
hitab,de05c346d559c4126ae745ab23bf3a0f,18_127_tab2,9,2,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,48e33e1885ac1671352a9e1e69ab9b38,1719,20,7,4,1719::fixed1024::0,4,1.0,True,946
hitab,946f155ba58a4eb3d01815b035f44e17,217_totto25223-1,5,10,4,217_totto25223-1::fixed1024::0,4,1.0,True,440
hitab,127fdce9905ba7f35cdc18d6a8bc20cb,433_totto49924-2,4,7,3,433_totto49924-2::fixed1024::0,3,1.0,True,249
hitab,40376ec26a594c148e76edd5fd09998d,755,0,0,3,755::fixed1024::0,3,1.0,True,261
hitab,7b041b0df74f10a1a24ff267c6272696,2658,11,1,5,2658::fixed1024::0,5,1.0,True,299
hitab,453d77b75a0db6d004a75dc4c8753199,156_77_tab2,0,0,2,156_77_tab2::fixed1024::0,2,1.0,True,111
hitab,5e6c68b898909a7611744bdb27e97ebc,914,2,0,5,914::fixed1024::0,5,1.0,True,681
hitab,b31424835143985589ba9690f6d3a516,2104,0,0,3,2104::fixed1024::0,3,1.0,True,152
hitab,957424069ef0ec33e41bc3ca43f0a79d,1488,31,3,6,1488::fixed1024::1,2,0.3333333333333333,False,483
hitab,949a8b515a81983dd04d9cc667fd5f39,2311,3,1,4,2311::fixed1024::0,4,1.0,True,309
hitab,d9b01ae4f3af9e66041e705bab19c8bc,45_totto4908-2,3,3,4,45_totto4908-2::fixed1024::0,4,1.0,True,443
hitab,e5409cd6be741438eada70dd31aa485b,495,1,0,4,495::fixed1024::0,4,1.0,True,345
hitab,dc301cd9d377aaef32fa4ac4668d2fa7,26_totto2874-1,7,1,5,26_totto2874-1::fixed1024::0,5,1.0,True,549
hitab,9c4c4d5ef2f9bb7c011b9cbefeb2d446,2540,12,1,4,2540::fixed1024::0,4,1.0,True,1024
hitab,b3f744a5bd3b867adc857654b62b85bd,1980,16,4,3,1980::fixed1024::0,3,1.0,True,618
hitab,4f227b78c54b47162efd0d473dca4c84,344,13,1,4,344::fixed1024::0,4,1.0,True,319
hitab,84e6a1e3f00ad5010b5ab56b06d7e182,2468,0,0,3,2468::fixed1024::0,3,1.0,True,579
hitab,ade119145bd6cb989d9caccae247814b,366,9,0,4,366::fixed1024::0,4,1.0,True,675
hitab,a2611c0818a89de2039e38d1b99b8983,63_2_nsf21324-tab001,0,8,2,63_2_nsf21324-tab001::fixed1024::0,2,1.0,True,1024
hitab,e1c359f9e3dcd5906b9fd0112dce2fcb,1782,17,13,3,1782::fixed1024::1,0,0.0,False,825
hitab,be25dba4eed83bd0de187e0e76c51f8c,1893,3,5,3,1893::fixed1024::0,3,1.0,True,220
hitab,86f8e5f00ae3d466e542c4eca78c78a9,2754,8,6,4,2754::fixed1024::0,4,1.0,True,505
hitab,3f08c390f7e104f5666469cf7772b938,1987,5,1,4,1987::fixed1024::0,4,1.0,True,238
hitab,9da6ac5c0abfce44a3f16a5e0bd0df8b,2754,1,6,4,2754::fixed1024::0,4,1.0,True,505
hitab,1f03a9470a74837a486f877ef0108b38,2368,5,0,2,2368::fixed1024::0,2,1.0,True,98
